ablation_block,applied_control_jerk,arm,block_order,boundary_violation,boundary_violation_steps,collision,collision_free,conflict_q05_clearance,conflict_q05_used_episode_fallback,conflict_traversal_censored,conflict_traversal_time_failure_penalized_s,conflict_window_sample_count,direction_switch_count,failure_penalized_steps,final_goal_distance,minimum_clearance,model_block,path_progress_m_max,planner_compute_ms_p95_health_only,planner_deadline_miss_rate_health_only,premature_reverse_count,release_delay_censored_events,release_delay_event_count,release_delay_max_s,release_delay_mean_s,risk_or_raw_closing_steps,safe_success,seed,spin_steps,split,steps,stuck_steps,three_phase_oscillation_count,time_to_goal_s,trajectory_length,zero_speed_risk_fraction,zero_speed_risk_steps
True,0.0326764227448905,A_fixed_hss,10,False,0,False,True,0.3459796370939154,False,False,6.7999999999994625,34,1,308,0.2869652124280958,0.3364645185192454,2,8.5391552239237,404.0954700003567,1.0,0,0,3,0.7999999999999672,0.43333333333330404,19,True,740200017,1,id,308,10,0,30.79999999999381,9.227028648644119,0.47368421052631576,9
True,0.06189740792229698,B01_probability_only,10,False,0,False,True,0.36146088766574347,False,False,7.199999999999418,34,1,383,0.29413036510682217,0.35143561943915913,2,8.5599437931202,37.03860999921744,0.0,0,0,1,0.29999999999996696,0.29999999999996696,19,True,740200017,0,id,383,22,0,38.30000000000084,9.46489427206489,0.6842105263157895,13
False,0.02255160772444058,B10_learning_only,11,False,0,False,True,0.32719533591494815,False,False,6.3999999999995065,29,1,307,0.28489791062110575,0.32507881748657386,2,8.515360112451653,467.080839998016,1.0,1,0,0,0.0,0.0,0,True,740300209,13,ood,307,22,0,30.699999999993864,8.588771486184903,0.0,0
False,0.06187982558990155,B01_probability_only,11,False,0,False,True,0.3688805456954983,False,False,6.2999999999995175,29,1,377,0.29719607390810715,0.3605858985368279,2,8.556811521083604,40.02366000277107,0.0,0,0,1,0.5000000000000002,0.5000000000000002,13,True,740300209,0,ood,377,14,0,37.70000000000011,9.66433445080757,0.38461538461538464,5
False,0.02121335464723679,B00_strong_nominal_mppi,11,False,0,False,True,0.31701184056182896,False,False,5.399999999999617,29,0,293,0.29314485801182766,0.31376567769309727,2,8.507525823763743,9.429760001512477,0.0,0,0,0,0.0,0.0,0,True,740300209,1,ood,293,14,0,29.29999999999464,8.52250246857381,0.0,0
False,0.01973560906805082,B11_full_proposed,11,False,0,False,True,0.3780937145828292,False,False,6.2999999999995175,29,1,301,0.2914289461114556,0.3702290777423485,2,8.50905021573317,478.29769999952987,1.0,0,0,1,0.7999999999999783,0.7999999999999783,12,True,740300209,0,ood,301,5,0,30.099999999994196,9.021902155168306,0.3333333333333333,4
True,0.032554180475639495,A_no_icode,12,False,0,False,True,0.35199342663568267,False,False,5.799999999999573,29,1,303,0.2986024619881519,0.3427436670090003,1,8.502552137720363,109.22078000003239,0.7194719471947195,0,0,1,0.19999999999998885,0.19999999999998885,17,True,740200098,0,id,303,8,0,30.299999999994085,8.968052473271321,0.6470588235294118,11
True,0.022883604245409146,A_fixed_hss,12,False,0,False,True,0.3339528212395658,False,False,5.999999999999551,29,0,299,0.2996622143642125,0.33144096068970375,1,8.502588362624541,401.66301999997813,1.0,0,0,1,0.6999999999999449,0.6999999999999449,16,True,740200098,3,id,299,21,0,29.899999999994307,8.582686379472793,1.0,16
True,0.06325811810863902,B01_probability_only,12,False,0,False,True,0.360165927239623,False,False,6.1999999999995286,29,1,379,0.2982414579296253,0.35122557378161756,1,8.553636302973922,40.10577999943052,0.0,0,0,1,0.19999999999999996,0.19999999999999996,16,True,740200098,0,id,379,20,0,37.900000000000354,9.477360213755617,0.625,10
True,0.019282683046785567,B00_strong_nominal_mppi,12,False,0,False,True,0.3165608324530579,False,False,5.399999999999617,29,0,294,0.2911304535796744,0.3150073252751696,1,8.508949171916484,9.681444998750521,0.0,0,0,0,0.0,0.0,0,True,740200098,1,id,294,15,0,29.399999999994584,8.51441333903614,0.0,0
